Filename, Scale, ShiftX, ShiftY, ProcessingTime(s)
IMG_20230623_081121.jpg, 0.26x, 88.2px, 16.8px, 0.31s
IMG_20230624_144856.jpg, 0.28x, 67.4px, 15.3px, 0.33s
IMG_20230625_140242.jpg, 0.28x, 78.2px, 17.2px, 0.31s
IMG_20230626_120912.jpg, 0.26x, 88.0px, 27.6px, 0.32s
IMG_20230627_144617.jpg, 0.28x, 90.5px, 3.8px, 0.31s
IMG_20230628_134227.jpg, 0.28x, 62.2px, 0.1px, 0.32s
IMG_20230630_131355.jpg, 0.26x, 91.7px, 28.0px, 0.33s
IMG_20230701_151406.jpg, 0.25x, 85.7px, 25.9px, 0.32s
IMG_20230702_124019.jpg, 0.26x, 92.5px, 24.5px, 0.33s
IMG_20230703_135417.jpg, 0.29x, 54.6px, -16.0px, 0.30s
IMG_20230704_143026.jpg, 0.26x, 121.1px, 15.2px, 0.33s
IMG_20230705_232253.jpg, 0.26x, 93.6px, 20.8px, 0.32s
IMG_20230706_160150.jpg, 0.29x, 54.3px, -20.2px, 0.34s
IMG_20230707_161822.jpg, 0.25x, 70.4px, 51.5px, 0.32s
IMG_20230708_145417.jpg, 0.26x, 94.9px, 21.8px, 0.34s
IMG_20230709_130501.jpg, 0.27x, 68.8px, -11.2px, 0.35s
IMG_20230710_135135.jpg, 0.26x, 83.6px, 36.2px, 0.35s
IMG_20230711_105628.jpg, 0.25x, 85.1px, 38.7px, 0.32s
IMG_20230712_150647.jpg, 0.25x, 95.1px, 41.5px, 0.32s
IMG_20230713_133137.jpg, 0.27x, 63.7px, 7.2px, 0.32s
IMG_20230714_124919.jpg, 0.24x, 102.7px, 44.4px, 0.34s
IMG_20230715_141419.jpg, 0.24x, 98.6px, 30.4px, 0.31s
IMG_20230716_140609.jpg, 0.26x, 84.2px, 28.9px, 0.31s
IMG_20230717_153708.jpg, 0.28x, 53.2px, -10.0px, 0.33s
IMG_20230718_163144.jpg, 0.26x, 87.1px, -2.6px, 0.30s
IMG_20230719_141718.jpg, 0.27x, 83.8px, 0.4px, 0.32s
IMG_20230720_154428.jpg, 0.27x, 93.8px, -3.0px, 0.30s
IMG_20230721_152700.jpg, 0.27x, 72.5px, 33.5px, 0.33s
IMG_20230722_155643.jpg, 0.26x, 86.7px, 21.3px, 0.33s
IMG_20230723_173536.jpg, 0.26x, 81.8px, 38.2px, 0.32s
IMG_20230724_180135.jpg, 0.27x, 74.8px, 8.7px, 0.33s
IMG_20230725_144359.jpg, 0.25x, 92.2px, 12.9px, 0.34s
IMG_20230726_162956.jpg, 0.24x, 99.8px, 52.2px, 0.34s
IMG_20230727_162458.jpg, 0.25x, 96.6px, 46.8px, 0.30s
IMG_20230728_124128.jpg, 0.26x, 71.5px, 55.2px, 0.29s
IMG_20230729_154025.jpg, 0.26x, 83.3px, 16.0px, 0.32s
IMG_20230730_170533.jpg, 0.25x, 101.9px, 33.6px, 0.35s
IMG_20230731_172817.jpg, 0.25x, 96.7px, 16.3px, 0.30s
IMG_20230801_171153.jpg, 0.27x, 86.2px, 14.5px, 0.31s
IMG_20230802_130852.jpg, 0.26x, 85.9px, 7.7px, 0.33s
IMG_20230803_095643.jpg, 0.27x, 79.5px, 17.8px, 0.34s
IMG_20230804_153125.jpg, 0.28x, 52.4px, 13.3px, 0.31s
IMG_20230805_142739.jpg, 0.25x, 96.2px, 49.6px, 0.30s
IMG_20230806_163916.jpg, 0.27x, 71.3px, 8.3px, 0.31s
IMG_20230807_100326.jpg, 0.26x, 79.2px, 33.3px, 0.33s
IMG_20230808_173810.jpg, 0.27x, 89.2px, 4.4px, 0.31s
IMG_20230809_095943.jpg, 0.26x, 70.1px, 17.3px, 0.34s
IMG_20230810_164654.jpg, 0.29x, 27.1px, -3.4px, 0.32s
IMG_20230811_100226.jpg, 0.26x, 69.0px, 11.5px, 0.33s
IMG_20230812_110255.jpg, 0.29x, 53.2px, -12.2px, 0.31s
IMG_20230814_130134.jpg, 0.28x, 50.7px, 11.1px, 0.33s
IMG_20230815_211936.jpg, 0.29x, 28.2px, 3.2px, 0.32s
IMG_20230816_110050.jpg, 0.27x, 76.0px, 26.7px, 0.41s
IMG_20230817_172644.jpg, 0.26x, 63.3px, 18.1px, 0.33s
IMG_20230818_140710.jpg, 0.30x, 38.8px, -28.7px, 0.32s
IMG_20230819_111914.jpg, 0.26x, 59.0px, 25.3px, 0.33s
IMG_20230820_160319.jpg, 0.27x, 76.2px, -4.5px, 0.34s
IMG_20230821_092526.jpg, 0.27x, 65.9px, 6.0px, 0.32s
IMG_20230822_154943.jpg, 0.27x, 69.5px, 7.1px, 0.32s
IMG_20230823_193105.jpg, 0.28x, 55.8px, 1.4px, 0.33s
IMG_20230824_132745.jpg, 0.28x, 68.5px, 9.7px, 0.36s
IMG_20230825_074639.jpg, 0.26x, 85.9px, 48.5px, 0.30s
IMG_20230826_114715.jpg, 0.26x, 79.1px, 34.6px, 0.34s
IMG_20230827_143147.jpg, 0.25x, 87.8px, 37.3px, 0.34s
IMG_20230828_174200.jpg, 0.27x, 79.5px, 20.5px, 0.31s
IMG_20230829_131023.jpg, 0.26x, 89.7px, 9.8px, 0.31s
IMG_20230830_092914.jpg, 0.27x, 96.4px, 1.9px, 0.33s
IMG_20230831_081512.jpg, 0.27x, 74.0px, 11.3px, 0.35s
IMG_20230901_193207.jpg, 0.29x, 41.0px, -0.9px, 0.36s
IMG_20230902_122031.jpg, 0.27x, 59.7px, 19.8px, 0.32s
IMG_20230903_214814.jpg, 0.30x, 27.5px, -13.2px, 0.31s
IMG_20230904_121451.jpg, 0.29x, 38.7px, -32.1px, 0.39s
IMG_20230905_133035.jpg, 0.26x, 77.1px, 25.8px, 0.32s
IMG_20230906_180950.jpg, 0.28x, 69.8px, 3.9px, 0.33s
IMG_20230907_143835.jpg, 0.28x, 45.0px, -15.0px, 0.33s
IMG_20230908_132709.jpg, 0.26x, 88.0px, 16.4px, 0.34s
IMG_20230909_204417.jpg, 0.27x, 85.4px, 5.6px, 0.35s
IMG_20230910_090200.jpg, 0.26x, 81.0px, 46.1px, 0.30s
IMG_20230911_144705.jpg, 0.27x, 82.9px, 15.3px, 0.32s
IMG_20230912_150904.jpg, 0.26x, 73.5px, 21.5px, 0.32s
IMG_20230913_122749.jpg, 0.26x, 94.9px, 6.8px, 0.35s
IMG_20230914_124828.jpg, 0.28x, 56.4px, 9.2px, 0.35s
IMG_20230915_081124.jpg, 0.26x, 92.4px, 44.6px, 0.32s
IMG_20230916_171954.jpg, 0.26x, 67.5px, 7.7px, 0.38s
IMG_20230917_150444.jpg, 0.26x, 54.4px, 20.3px, 0.37s
IMG_20230918_082519.jpg, 0.28x, 58.8px, 20.2px, 0.33s
IMG_20230919_185721.jpg, 0.28x, 73.4px, -20.9px, 0.32s
IMG_20230920_170652.jpg, 0.25x, 82.5px, 57.7px, 0.33s
IMG_20230921_081036.jpg, 0.25x, 95.6px, -10.6px, 0.32s
IMG_20230922_135734.jpg, 0.27x, 60.9px, 20.2px, 0.32s
IMG_20230923_183813.jpg, 0.28x, 68.9px, -15.1px, 0.33s
IMG_20230924_151813.jpg, 0.28x, 60.8px, -16.0px, 0.33s
IMG_20230925_144529.jpg, 0.27x, 81.1px, 21.6px, 0.34s
IMG_20230926_151957.jpg, 0.27x, 48.7px, 24.0px, 0.31s
IMG_20230927_120737.jpg, 0.26x, 75.7px, 16.8px, 0.37s
IMG_20230928_082736.jpg, 0.26x, 84.9px, 15.5px, 0.29s
IMG_20230930_153755.jpg, 0.30x, 47.0px, -30.7px, 0.31s
IMG_20231001_081651.jpg, 0.27x, 55.5px, 19.0px, 0.30s
IMG_20231002_170944.jpg, 0.27x, 57.9px, 33.8px, 0.32s
IMG_20231003_154031.jpg, 0.29x, 54.8px, 1.6px, 0.30s
IMG_20231004_155031.jpg, 0.28x, 65.5px, 9.0px, 0.32s
IMG_20231006_114624.jpg, 0.27x, 99.9px, 21.5px, 0.31s
IMG_20231007_155338.jpg, 0.29x, 56.2px, -26.0px, 0.32s
IMG_20231009_080714.jpg, 0.26x, 85.0px, 29.8px, 0.32s
IMG_20231010_110515.jpg, 0.26x, 76.8px, 40.1px, 0.31s
IMG_20231013_203732.jpg, 0.26x, 76.7px, 22.1px, 0.31s
IMG_20231015_210426.jpg, 0.25x, 80.7px, 33.6px, 0.30s
IMG_20231016_163739.jpg, 0.24x, 85.6px, 51.4px, 0.36s
IMG_20231017_154414.jpg, 0.27x, 72.6px, -11.3px, 0.32s
IMG_20231018_132850.jpg, 0.27x, 80.2px, 1.1px, 0.31s
IMG_20231019_204351.jpg, 0.27x, 60.5px, 24.2px, 0.32s
IMG_20231020_172646.jpg, 0.27x, 75.7px, 9.3px, 0.33s
IMG_20231021_092857.jpg, 0.28x, 62.7px, -6.2px, 0.32s
IMG_20231022_084747.jpg, 0.26x, 75.5px, 40.7px, 0.31s
IMG_20231023_142017.jpg, 0.27x, 68.5px, 32.1px, 0.31s
IMG_20231024_080600.jpg, 0.26x, 48.5px, 56.7px, 0.32s
IMG_20231025_151804.jpg, 0.27x, 75.7px, 4.3px, 0.30s
IMG_20231026_145223.jpg, 0.27x, 67.8px, 9.9px, 0.31s
IMG_20231027_125945.jpg, 0.24x, 89.1px, 58.2px, 0.33s
IMG_20231028_080107.jpg, 0.28x, 71.1px, -35.6px, 0.30s
IMG_20231029_083734.jpg, 0.26x, 57.2px, 40.7px, 0.32s
IMG_20231030_205232.jpg, 0.25x, 75.3px, 22.0px, 0.31s
IMG_20231031_081843.jpg, 0.28x, 34.6px, -65.6px, 0.30s
IMG_20231101_203253.jpg, 0.29x, 59.5px, -31.0px, 0.31s
IMG_20231103_064336.jpg, 0.29x, 47.4px, 3.3px, 0.32s
IMG_20231104_151827.jpg, 0.27x, 77.5px, 10.8px, 0.32s
IMG_20231105_081436.jpg, 0.27x, 70.0px, 16.7px, 0.33s
IMG_20231106_084303.jpg, 0.29x, 45.7px, -9.2px, 0.34s
IMG_20231107_081915.jpg, 0.27x, 73.6px, 1.7px, 0.33s
IMG_20231108_083307.jpg, 0.27x, 83.6px, 10.3px, 0.32s
IMG_20231110_082621.jpg, 0.28x, 63.5px, 9.9px, 0.30s
IMG_20231112_070316.jpg, 0.27x, 74.3px, 6.8px, 0.30s
IMG_20231114_091412.jpg, 0.27x, 79.0px, 10.7px, 0.32s
IMG_20231116_082636.jpg, 0.28x, 65.9px, 21.8px, 0.30s
IMG_20231117_114330.jpg, 0.29x, 58.9px, -11.0px, 0.31s
IMG_20231121_234310.jpg, 0.27x, 89.1px, 6.7px, 0.30s
IMG_20231122_213518.jpg, 0.27x, 79.6px, -3.5px, 0.34s
IMG_20231123_140623.jpg, 0.27x, 80.2px, -3.8px, 0.32s
IMG_20231124_113421.jpg, 0.25x, 89.4px, 45.8px, 0.31s
IMG_20231125_123529.jpg, 0.27x, 77.4px, 14.6px, 0.33s
IMG_20231129_224357.jpg, 0.26x, 74.4px, 21.9px, 0.35s
IMG_20231201_190700.jpg, 0.26x, 78.5px, 30.1px, 0.32s
IMG_20231203_165010.jpg, 0.26x, 85.4px, 33.5px, 0.32s
IMG_20231204_191328.jpg, 0.28x, 61.3px, -0.8px, 0.31s
IMG_20231205_194641.jpg, 0.27x, 93.8px, -4.1px, 0.33s
IMG_20231206_232358.jpg, 0.27x, 77.6px, 9.7px, 0.31s
IMG_20231207_192614.jpg, 0.27x, 71.7px, 3.7px, 0.32s
IMG_20231209_173757.jpg, 0.27x, 87.1px, 12.9px, 0.33s
IMG_20231211_114610.jpg, 0.26x, 71.0px, 30.3px, 0.34s
IMG_20231212_173547.jpg, 0.29x, 42.9px, -10.5px, 0.31s
IMG_20231213_190932.jpg, 0.27x, 70.7px, 17.2px, 0.31s
IMG_20231214_194500.jpg, 0.28x, 65.4px, 8.4px, 0.33s
IMG_20231215_175418.jpg, 0.25x, 83.7px, 48.7px, 0.32s
IMG_20231216_223754.jpg, 0.24x, 90.6px, 57.0px, 0.30s
IMG_20231217_181854.jpg, 0.23x, 107.8px, 55.6px, 0.32s
IMG_20231218_214022.jpg, 0.25x, 84.5px, 32.2px, 0.32s
IMG_20231219_194200.jpg, 0.28x, 61.8px, 9.5px, 0.38s
IMG_20231220_192950.jpg, 0.26x, 65.1px, 19.8px, 0.31s
IMG_20231221_231019.jpg, 0.28x, 58.1px, 8.7px, 0.32s
IMG_20231223_121432.jpg, 0.24x, 92.7px, 52.8px, 0.33s
IMG_20231224_174203.jpg, 0.25x, 84.7px, 29.9px, 0.33s
IMG_20231225_214512.jpg, 0.27x, 83.6px, 8.2px, 0.30s
IMG_20231226_145215.jpg, 0.28x, 90.3px, -1.5px, 0.34s
IMG_20231227_174610.jpg, 0.26x, 102.8px, 17.1px, 0.32s
IMG_20231229_210032.jpg, 0.29x, 72.2px, -15.7px, 0.32s
IMG_20231230_120556.jpg, 0.24x, 105.4px, 38.8px, 0.32s
IMG_20231231_145556.jpg, 0.25x, 92.7px, 24.0px, 0.33s
IMG_20240101_121419.jpg, 0.25x, 88.8px, 37.1px, 0.35s
IMG_20240102_214508.jpg, 0.25x, 96.1px, 39.3px, 0.32s
IMG_20240103_175302.jpg, 0.25x, 102.8px, 35.0px, 0.30s
IMG_20240104_174529.jpg, 0.26x, 76.3px, 19.7px, 0.37s
IMG_20240105_121846.jpg, 0.25x, 90.5px, 28.4px, 0.33s
IMG_20240106_115504.jpg, 0.27x, 76.3px, 9.0px, 0.33s
IMG_20240107_120822.jpg, 0.26x, 98.0px, 24.4px, 0.40s
IMG_20240108_174836.jpg, 0.26x, 71.2px, 16.6px, 0.33s
IMG_20240109_115126.jpg, 0.26x, 73.5px, 36.8px, 0.36s
IMG_20240110_175628.jpg, 0.27x, 66.7px, 17.4px, 0.34s
IMG_20240112_221619.jpg, 0.23x, 95.6px, 50.9px, 0.34s
IMG_20240114_123932.jpg, 0.25x, 77.4px, 44.6px, 0.35s
IMG_20240116_173542.jpg, 0.25x, 81.9px, 52.0px, 0.33s
IMG_20240117_124812.jpg, 0.27x, 67.3px, 10.1px, 0.33s
IMG_20240118_162751.jpg, 0.26x, 78.7px, 20.6px, 0.33s
IMG_20240119_120040.jpg, 0.27x, 88.7px, 16.1px, 0.32s
IMG_20240120_164357.jpg, 0.27x, 66.2px, 28.2px, 0.32s
IMG_20240121_160536.jpg, 0.25x, 83.0px, 25.9px, 0.35s
IMG_20240122_174456.jpg, 0.25x, 84.7px, 45.3px, 0.33s
IMG_20240123_143104.jpg, 0.27x, 59.8px, 13.8px, 0.34s
IMG_20240124_142742.jpg, 0.26x, 90.9px, 40.8px, 0.30s
IMG_20240125_150155.jpg, 0.27x, 65.5px, 6.6px, 0.31s
IMG_20240126_114418.jpg, 0.26x, 77.6px, 35.5px, 0.32s
IMG_20240127_201830.jpg, 0.27x, 64.8px, 17.3px, 0.32s
IMG_20240128_111137.jpg, 0.26x, 75.2px, 39.6px, 0.32s
IMG_20240129_154824.jpg, 0.26x, 83.3px, 52.9px, 0.33s
IMG_20240130_135141.jpg, 0.26x, 79.0px, 35.4px, 0.30s
IMG_20240131_171313.jpg, 0.28x, 70.3px, -2.8px, 0.33s
IMG_20240201_144355.jpg, 0.27x, 66.0px, 32.4px, 0.31s
IMG_20240202_093241.jpg, 0.26x, 73.8px, 7.4px, 0.33s
IMG_20240203_114258.jpg, 0.26x, 72.2px, 18.0px, 0.33s
IMG_20240204_155304.jpg, 0.25x, 88.4px, 49.4px, 0.34s
IMG_20240205_152748.jpg, 0.25x, 71.5px, 43.3px, 0.31s
IMG_20240206_120106.jpg, 0.25x, 95.8px, 32.0px, 0.34s
IMG_20240207_131254.jpg, 0.25x, 85.7px, 64.0px, 0.34s
IMG_20240208_170342.jpg, 0.29x, 55.5px, -4.2px, 0.31s
IMG_20240210_143403.jpg, 0.26x, 88.9px, -8.4px, 0.33s
IMG_20240211_140924.jpg, 0.24x, 84.5px, 55.9px, 0.34s
IMG_20240212_154226.jpg, 0.29x, 53.6px, -4.9px, 0.31s
IMG_20240213_232029.jpg, 0.27x, 75.4px, 25.7px, 0.31s
IMG_20240214_141704.jpg, 0.26x, 87.1px, 24.9px, 0.33s
IMG_20240215_144922.jpg, 0.27x, 92.0px, 12.6px, 0.31s
IMG_20240216_184606.jpg, 0.26x, 88.1px, 34.7px, 0.32s
IMG_20240217_182034.jpg, 0.27x, 72.3px, 3.3px, 0.31s
IMG_20240218_225414.jpg, 0.27x, 63.8px, 6.8px, 0.33s
IMG_20240219_205540.jpg, 0.26x, 84.5px, 19.8px, 0.31s
IMG_20240220_181448.jpg, 0.27x, 70.7px, 6.7px, 0.32s
IMG_20240221_092530.jpg, 0.25x, 88.0px, 28.1px, 0.32s
IMG_20240222_142002.jpg, 0.26x, 83.6px, 36.0px, 0.31s
IMG_20240223_170113.jpg, 0.24x, 95.9px, 8.6px, 0.33s
IMG_20240224_123600.jpg, 0.25x, 80.2px, 51.9px, 0.32s
IMG_20240225_125356.jpg, 0.26x, 87.9px, 22.3px, 0.34s
IMG_20240226_135434.jpg, 0.28x, 65.3px, 6.9px, 0.32s
IMG_20240227_212700.jpg, 0.26x, 91.6px, 12.2px, 0.33s
IMG_20240228_130648.jpg, 0.27x, 68.5px, 14.9px, 0.32s
IMG_20240229_115927.jpg, 0.27x, 55.0px, 33.8px, 0.33s
IMG_20240301_165157.jpg, 0.26x, 73.9px, 34.4px, 0.32s
IMG_20240302_213603.jpg, 0.25x, 84.6px, 13.4px, 0.32s
IMG_20240303_131031.jpg, 0.27x, 63.3px, 23.4px, 0.33s
IMG_20240304_125909.jpg, 0.25x, 68.1px, 37.1px, 0.33s
IMG_20240306_100023.jpg, 0.25x, 91.4px, 28.1px, 0.31s
IMG_20240307_100713.jpg, 0.24x, 97.5px, 43.2px, 0.34s
IMG_20240308_120224.jpg, 0.25x, 72.9px, 42.6px, 0.36s
IMG_20240309_100442.jpg, 0.25x, 93.0px, 32.3px, 0.32s
IMG_20240311_151509.jpg, 0.25x, 74.3px, 45.7px, 0.37s
IMG_20240312_165224.jpg, 0.25x, 83.8px, 40.8px, 0.35s
IMG_20240313_153718.jpg, 0.27x, 68.1px, 28.8px, 0.33s
IMG_20240314_141442.jpg, 0.26x, 85.6px, 27.0px, 0.33s
IMG_20240315_204920.jpg, 0.25x, 94.2px, 27.0px, 0.33s
IMG_20240316_101614.jpg, 0.24x, 85.6px, 60.2px, 0.32s
IMG_20240317_150148.jpg, 0.26x, 78.6px, 30.6px, 0.37s
IMG_20240318_122621.jpg, 0.26x, 72.2px, 38.5px, 0.32s
IMG_20240319_120604.jpg, 0.26x, 69.4px, 32.7px, 0.33s
IMG_20240320_122125.jpg, 0.27x, 60.1px, 6.0px, 0.33s
IMG_20240321_170959.jpg, 0.25x, 116.5px, 37.4px, 0.40s
IMG_20240322_121849.jpg, 0.25x, 70.2px, 28.1px, 0.39s
IMG_20240323_163600.jpg, 0.26x, 87.3px, 31.4px, 0.35s
IMG_20240324_192740.jpg, 0.25x, 78.6px, 34.3px, 0.34s
IMG_20240325_101400.jpg, 0.26x, 89.0px, 13.8px, 0.33s
IMG_20240326_122019.jpg, 0.26x, 88.8px, 27.5px, 0.33s
IMG_20240327_143214.jpg, 0.25x, 88.7px, 41.1px, 0.33s
IMG_20240328_130132.jpg, 0.26x, 82.9px, 26.5px, 0.35s
IMG_20240329_123400.jpg, 0.25x, 79.9px, 34.4px, 0.31s
IMG_20240330_114841.jpg, 0.27x, 77.6px, 13.7px, 0.32s
IMG_20240401_102929.jpg, 0.25x, 87.0px, 46.5px, 0.31s
IMG_20240402_200403.jpg, 0.27x, 74.4px, -3.5px, 0.34s
IMG_20240404_133035.jpg, 0.23x, 105.1px, 51.2px, 0.33s
IMG_20240405_180849.jpg, 0.25x, 91.7px, 44.5px, 0.34s
IMG_20240407_154539.jpg, 0.24x, 98.3px, 48.1px, 0.32s
IMG_20240408_122523.jpg, 0.25x, 98.0px, 30.6px, 0.34s
IMG_20240409_133429.jpg, 0.26x, 96.1px, 19.7px, 0.32s
IMG_20240410_185117.jpg, 0.26x, 80.1px, 43.5px, 0.31s
IMG_20240412_122820.jpg, 0.25x, 78.5px, 45.7px, 0.32s
IMG_20240414_123341.jpg, 0.26x, 79.4px, 51.1px, 0.35s
IMG_20240415_150910.jpg, 0.25x, 88.0px, 40.6px, 0.32s
IMG_20240416_133036.jpg, 0.26x, 67.5px, 14.9px, 0.32s
IMG_20240417_161143.jpg, 0.27x, 60.0px, 15.9px, 0.32s
IMG_20240418_140354.jpg, 0.27x, 67.3px, 15.2px, 0.34s
IMG_20240419_121521.jpg, 0.29x, 34.6px, 17.1px, 0.33s
IMG_20240420_110905.jpg, 0.26x, 79.4px, 39.0px, 0.33s
IMG_20240421_114332.jpg, 0.30x, 51.1px, -24.0px, 0.36s
IMG_20240422_114404.jpg, 0.25x, 85.6px, 43.5px, 0.35s
IMG_20240423_115653.jpg, 0.28x, 58.4px, -5.6px, 0.34s
IMG_20240424_170633.jpg, 0.28x, 68.1px, 0.8px, 0.36s
IMG_20240425_165421.jpg, 0.25x, 58.3px, 30.7px, 0.33s
IMG_20240426_142024.jpg, 0.26x, 61.2px, 34.6px, 0.33s
IMG_20240427_115207.jpg, 0.27x, 77.9px, 17.0px, 0.31s
IMG_20240428_131159.jpg, 0.27x, 61.2px, 20.7px, 0.34s
IMG_20240429_132845.jpg, 0.24x, 90.4px, 70.1px, 0.33s
IMG_20240430_120414.jpg, 0.26x, 60.3px, 37.0px, 0.33s
IMG_20240501_091811.jpg, 0.28x, 46.6px, -17.1px, 0.33s
IMG_20240502_112416.jpg, 0.28x, 29.0px, 34.6px, 0.32s
IMG_20240503_151553.jpg, 0.25x, 77.2px, 43.6px, 0.32s
IMG_20240504_115056.jpg, 0.23x, 96.1px, 92.0px, 0.33s
IMG_20240505_131232.jpg, 0.25x, 74.8px, 46.9px, 0.35s
IMG_20240506_122618.jpg, 0.23x, 90.5px, 93.2px, 0.33s
IMG_20240507_164517.jpg, 0.25x, 90.5px, 68.6px, 0.32s
IMG_20240508_123149.jpg, 0.26x, 65.4px, 49.8px, 0.32s
IMG_20240511_120043.jpg, 0.26x, 81.8px, 30.9px, 0.33s
IMG_20240512_220029.jpg, 0.27x, 72.3px, 19.1px, 0.32s
IMG_20240514_122937.jpg, 0.27x, 90.3px, 38.0px, 0.32s
IMG_20240515_162922.jpg, 0.25x, 91.5px, 44.4px, 0.37s
IMG_20240516_114951.jpg, 0.27x, 78.8px, 30.2px, 0.33s
IMG_20240517_120434.jpg, 0.28x, 48.9px, 10.4px, 0.33s
IMG_20240518_120233.jpg, 0.26x, 86.1px, 20.3px, 0.32s
IMG_20240519_112107.jpg, 0.25x, 65.7px, 55.2px, 0.34s
IMG_20240520_112041.jpg, 0.26x, 58.7px, 52.2px, 0.33s
IMG_20240521_112140.jpg, 0.25x, 85.2px, 65.2px, 0.33s
IMG_20240522_215052.jpg, 0.23x, 107.2px, 53.4px, 0.32s
IMG_20240523_114314.jpg, 0.24x, 92.2px, 40.4px, 0.33s
IMG_20240525_111109.jpg, 0.25x, 70.4px, 50.5px, 0.34s
IMG_20240526_111724.jpg, 0.25x, 87.9px, 55.4px, 0.32s
IMG_20240527_120036.jpg, 0.26x, 69.5px, 34.5px, 0.31s
IMG_20240528_114415.jpg, 0.25x, 74.0px, 46.3px, 0.35s
IMG_20240529_112022.jpg, 0.25x, 86.8px, 35.4px, 0.32s
IMG_20240530_164012.jpg, 0.27x, 74.9px, 29.5px, 0.34s
IMG_20240531_163815.jpg, 0.27x, 53.7px, 12.9px, 0.33s
IMG_20240601_114603.jpg, 0.26x, 78.2px, 41.6px, 0.32s
IMG_20240602_161428.jpg, 0.25x, 89.2px, 49.9px, 0.34s
IMG_20240605_121845.jpg, 0.26x, 89.8px, 45.0px, 0.32s
IMG_20240606_164513.jpg, 0.28x, 69.6px, 26.7px, 0.32s
IMG_20240607_074053.jpg, 0.25x, 107.5px, 41.5px, 0.34s
IMG_20240608_111933.jpg, 0.27x, 74.0px, 50.1px, 0.32s
IMG_20240609_114017.jpg, 0.27x, 71.6px, 12.8px, 0.33s
IMG_20240610_120246.jpg, 0.26x, 80.2px, 49.7px, 0.33s
IMG_20240616_165653.jpg, 0.25x, 87.3px, 39.8px, 0.33s
IMG_20240617_164851.jpg, 0.26x, 76.9px, 24.5px, 0.31s
IMG_20240618_115442.jpg, 0.28x, 58.2px, 29.4px, 0.32s
IMG_20240620_120921.jpg, 0.26x, 72.5px, 38.3px, 0.32s
IMG_20240622_113106.jpg, 0.26x, 85.9px, 48.6px, 0.32s
IMG_20240623_120524.jpg, 0.26x, 69.5px, 16.4px, 0.32s
IMG_20240625_172129.jpg, 0.26x, 73.7px, 36.1px, 0.32s
IMG_20240627_174924.jpg, 0.27x, 61.4px, 8.4px, 0.32s
IMG_20240629_172939.jpg, 0.25x, 86.4px, 15.9px, 0.32s
IMG_20240630_131550.jpg, 0.25x, 75.4px, 66.0px, 0.31s
IMG_20240701_124551.jpg, 0.27x, 69.5px, 23.0px, 0.32s
IMG_20240703_163613.jpg, 0.28x, 71.3px, -14.6px, 0.31s
IMG_20240705_162750.jpg, 0.25x, 81.0px, 45.8px, 0.32s
IMG_20240706_143801.jpg, 0.27x, 82.7px, -3.0px, 0.31s
IMG_20240707_202029.jpg, 0.25x, 100.5px, 30.2px, 0.31s
IMG_20240708_115355.jpg, 0.27x, 56.2px, 15.7px, 0.35s
IMG_20240712_122124.jpg, 0.27x, 72.4px, 25.2px, 0.34s
IMG_20240713_165517.jpg, 0.26x, 88.2px, 35.2px, 0.30s
IMG_20240715_115140.jpg, 0.26x, 89.4px, 37.7px, 0.31s
IMG_20240716_175104.jpg, 0.26x, 94.6px, 12.9px, 0.33s
IMG_20240717_174949.jpg, 0.26x, 92.2px, 23.3px, 0.32s
IMG_20240719_120027.jpg, 0.27x, 63.7px, 25.9px, 0.34s
IMG_20240720_122828.jpg, 0.26x, 84.8px, -0.1px, 0.31s
IMG_20240721_100310.jpg, 0.26x, 75.5px, 20.2px, 0.31s
IMG_20240723_162411.jpg, 0.25x, 84.1px, 57.0px, 0.31s
IMG_20240725_192348.jpg, 0.25x, 80.5px, 70.9px, 0.31s
IMG_20240726_220528.jpg, 0.25x, 83.5px, 40.8px, 0.31s
IMG_20240727_233609.jpg, 0.26x, 74.7px, 33.3px, 0.31s
IMG_20240728_162412.jpg, 0.26x, 71.8px, 56.7px, 0.31s
IMG_20240729_195330.jpg, 0.26x, 66.6px, 44.7px, 0.34s
IMG_20240731_165535.jpg, 0.27x, 76.6px, 19.1px, 0.31s
IMG_20240801_220831.jpg, 0.26x, 59.4px, 42.5px, 0.33s
IMG_20240802_155433.jpg, 0.28x, 65.5px, 7.5px, 0.33s
IMG_20240803_211800.jpg, 0.29x, 50.2px, 10.6px, 0.31s
IMG_20240804_215303.jpg, 0.29x, 69.2px, 5.1px, 0.30s
IMG_20240805_155250.jpg, 0.27x, 68.6px, 42.7px, 0.30s
IMG_20240806_230135.jpg, 0.27x, 69.5px, 26.2px, 0.30s
IMG_20240807_142905.jpg, 0.25x, 96.6px, 34.1px, 0.30s
IMG_20240808_164408.jpg, 0.28x, 64.3px, 9.8px, 0.35s
IMG_20240809_142558.jpg, 0.26x, 49.9px, 30.4px, 0.33s
IMG_20240812_181238.jpg, 0.28x, 62.0px, 22.0px, 0.34s
IMG_20240813_205615.jpg, 0.27x, 58.7px, 9.1px, 0.32s
IMG_20240814_114703.jpg, 0.26x, 66.6px, 10.0px, 0.31s
IMG_20240818_115726.jpg, 0.27x, 68.7px, 4.1px, 0.34s
IMG_20240819_163158.jpg, 0.27x, 45.0px, 31.9px, 0.38s
IMG_20240821_083702.jpg, 0.25x, 95.3px, 52.7px, 0.32s
